SalesID,SalePrice
6333277,22885.46626984127
6436908,27654.44246031746
6310651,40435.2380952381
6270209,40435.2380952381
1228654,31875.004960317463
6283077,21213.846230158735
6270006,20628.231150793654
6280825,25829.65476190476
6285170,31233.89384920635
6468628,42179.04761904762
6436070,36536.1626984127
1228999,24185.360119047622
6469130,27597.75595238095
6310578,27597.75595238095
6276813,20628.231150793654
6259076,20628.231150793654
6435310,25274.583333333336
6292652,39150.48313492063
6310697,42179.04761904762
6260555,42179.04761904762
6469524,27937.24007936508
6260742,27597.75595238095
4640359,28677.75595238095
6260965,27597.75595238095
6261012,48517.60912698412
6276670,22885.46626984127
6285480,25076.527777777777
6274207,28677.75595238095
6618897,12992.791666666666
6257821,22885.46626984127
6286313,22885.46626984127
6074993,22885.46626984127
6451512,35906.668650793654
6258116,12992.791666666666
6442200,29464.20238095238
6286093,25039.994047619053
6270222,22959.299603174604
6452508,33078.25297619048
6258279,22959.299603174604
6453797,22885.46626984127
6258388,28677.75595238095
4940918,22959.299603174604
4940916,39575.40476190476
6454950,34289.14880952382
4940668,30812.60912698413
6274689,35906.668650793654
6440277,34289.14880952382
6468283,22885.46626984127
6468293,48517.60912698412
6468343,41042.16964285714
4940368,39150.48313492063
1229517,35906.668650793654
6346469,22885.46626984127
6450027,12992.791666666666
1230905,12992.791666666666
1231046,48517.60912698412
6298560,49507.60515873015
1231079,39575.40476190476
6264026,39575.40476190476
1231439,34289.14880952382
4244769,24699.538690476194
4252220,35054.26785714286
4316920,26176.7123015873
6299717,27597.75595238095
4314725,49507.60515873015
4262648,27597.75595238095
6264681,39150.48313492063
4313048,30812.60912698413
4267760,12992.791666666666
4269612,25576.434523809523
4274697,35054.26785714286
6264751,27597.75595238095
4296561,48017.87698412699
6283332,41042.16964285714
4292922,34289.14880952382
6263640,35906.668650793654
6261310,48337.25000000001
6311990,28096.70238095238
6298229,29464.20238095238
6621849,34289.14880952382
6621853,22885.46626984127
6621859,12992.791666666666
6262661,40435.2380952381
1230038,40435.2380952381
6282842,25576.434523809523
6270730,40435.2380952381
6311581,22959.299603174604
1230233,31233.89384920635
1230237,25274.583333333336
1230294,25274.583333333336
6266535,35906.668650793654
6346308,34289.14880952382
1230389,25274.583333333336
6272390,41042.16964285714
4386721,31875.004960317463
6263396,35906.668650793654
6301739,12992.791666666666
6283821,35906.668650793654
6311960,35872.232142857145
1230574,28677.75595238095
4373001,25576.434523809523
6445518,12992.791666666666
4290669,12992.791666666666
6445624,12992.791666666666
6257602,14202.05753968254
6269929,14202.05753968254
6254596,12992.791666666666
1228200,12992.791666666666
6256236,28677.75595238095
6256348,49507.60515873015
6447329,28288.97619047619
6257460,40736.375992063484
6304866,22885.46626984127
6287152,36536.1626984127
6312113,12992.791666666666
6274058,40435.2380952381
6284144,27703.09325396825
6272334,34289.14880952382
6262516,36536.1626984127
1231432,48517.60912698412
6264031,40435.2380952381
4640312,22885.46626984127
6264012,35231.121031746035
6318121,22885.46626984127
6346396,35230.17857142857
6346952,35230.17857142857
6311923,25576.434523809523
4265934,25576.434523809523
6294685,41791.15873015873
4320028,35906.668650793654
6303737,40435.2380952381
4250532,48517.60912698412
6262955,49507.60515873015
4257625,35230.17857142857
6346624,42179.04761904762
6347544,27654.44246031746
6267053,22885.46626984127
6283480,34421.668650793654
1228438,40435.2380952381
6268340,14441.779761904763
1229654,35230.17857142857
6445688,35230.17857142857
6288078,12992.791666666666
4280951,33737.29960317461
6264946,34289.14880952382
6272957,34289.14880952382
1230617,34289.14880952382
6436012,33737.29960317461
1228231,34289.14880952382
6256475,34289.14880952382
6311019,34289.14880952382
6306555,12992.791666666666
6257317,22885.46626984127
6447319,28677.75595238095
6312067,14202.05753968254
6075293,22885.46626984127
6305805,28677.75595238095
4369542,48517.60912698412
6327692,12992.791666666666
1228561,12992.791666666666
6618080,12992.791666666666
1229236,12992.791666666666
1230236,12992.791666666666
6347038,28096.70238095238
6291470,40435.2380952381
6469129,34421.668650793654
1228634,34289.14880952382
6469082,32437.141865079368
6310494,31875.004960317463
6312222,35230.17857142857
6264506,40435.2380952381
6438585,12992.791666666666
6436084,40736.375992063484
6454958,35230.17857142857
6261823,34289.14880952382
6256770,20628.231150793654
6454022,35230.17857142857
6447966,22885.46626984127
6346973,48517.60912698412
1230094,34289.14880952382
6270276,34289.14880952382
6436376,40435.2380952381
1228640,13076.363095238097
6279676,40736.375992063484
6347149,48517.60912698412
6283020,14441.779761904763
6436541,34289.14880952382
6320780,38176.884920634926
6439317,38176.884920634926
6259652,48517.60912698412
6436435,22959.299603174604
6312203,22959.299603174604
6258751,22885.46626984127
6346675,25829.65476190476
6277068,14454.279761904763
1231387,40435.2380952381
6261041,12992.791666666666
6435838,29464.20238095238
6346642,34289.14880952382
4324505,40435.2380952381
1229086,30896.34523809524
6468273,12992.791666666666
6283167,29464.20238095238
4395727,22885.46626984127
6272578,48517.60912698412
6319699,22885.46626984127
6074434,31399.767857142855
6262588,35906.668650793654
6267726,39575.40476190476
6270057,34289.14880952382
6621861,40435.2380952381
6441721,36536.1626984127
6621862,25274.583333333336
6442986,42179.04761904762
1227847,34289.14880952382
6074994,48517.60912698412
6450530,36536.1626984127
6306604,34289.14880952382
6450178,30896.34523809524
6279170,35906.668650793654
6265472,33737.29960317461
4299706,49507.60515873015
6346475,41791.15873015873
6286042,34289.14880952382
1230019,13080.222222222224
6441613,34289.14880952382
4318722,49507.60515873015
6439010,41042.16964285714
6265577,33737.29960317461
4282170,34289.14880952382
4512380,34289.14880952382
6468537,34289.14880952382
6311977,35054.26785714286
6283876,34289.14880952382
6442703,33737.29960317461
4289099,34289.14880952382
1229515,34289.14880952382
6311820,33737.29960317461
6451571,34289.14880952382
6289932,34289.14880952382
6311922,31233.89384920635
4275711,41042.16964285714
6346437,49507.60515873015
6280581,35054.26785714286
6435836,35054.26785714286
6265531,35054.26785714286
1229474,28288.97619047619
4360989,22885.46626984127
6306614,12992.791666666666
6266181,33737.29960317461
4640433,49507.60515873015
4287993,28096.70238095238
6444515,48517.60912698412
6444319,40736.375992063484
6311143,34289.14880952382
6273166,30896.34523809524
6274751,34289.14880952382
6259983,34289.14880952382
4940219,34289.14880952382
6450573,30896.34523809524
6469156,48517.60912698412
6292990,40435.2380952381
1228131,25576.434523809523
6254514,30896.34523809524
6260999,28096.70238095238
1231098,12992.791666666666
6275470,30896.34523809524
6438523,22885.46626984127
6311638,22959.299603174604
6311273,22885.46626984127
4296938,41042.16964285714
6277603,36769.133928571435
6074391,27597.75595238095
6266351,35054.26785714286
6275827,12992.791666666666
6277586,13080.222222222224
6266986,48517.60912698412
6267115,39575.40476190476
6314846,34289.14880952382
4940571,34289.14880952382
6311489,34289.14880952382
1230123,34289.14880952382
6469287,34289.14880952382
4512424,34289.14880952382
6469302,33737.29960317461
6451752,35305.992063492056
6275623,28288.97619047619
6258910,46955.71428571429
6263405,38325.94047619049
1228422,40736.375992063484
1228681,48517.60912698412
6453812,35054.26785714286
6303395,35054.26785714286
6304141,39343.99503968253
6305735,27654.44246031746
6304298,22885.46626984127
6264815,24185.360119047622
6310927,29464.20238095238
6266005,29464.20238095238
6287413,41042.16964285714
6301037,34289.14880952382
6346467,34289.14880952382
1230894,35230.17857142857
4367110,39150.48313492063
6262267,49507.60515873015
6310797,34289.14880952382
6448848,41042.16964285714
1228946,35906.668650793654
6267956,42179.04761904762
6257822,40435.2380952381
6284625,34289.14880952382
6445520,48017.87698412699
6258957,35230.17857142857
1228387,40435.2380952381
6346358,30896.34523809524
6327896,25576.434523809523
4270064,22959.299603174604
6267085,22959.299603174604
6435321,22959.299603174604
6268923,22959.299603174604
4940349,31875.004960317463
6265086,13080.222222222224
6074259,31875.004960317463
6292732,12992.791666666666
4296777,12992.791666666666
6448132,28677.75595238095
6279328,34289.14880952382
6287384,30896.34523809524
6618905,36536.1626984127
4334319,40435.2380952381
6321520,14202.05753968254
6267922,39150.48313492063
4940310,40736.375992063484
6265760,28677.75595238095
6618817,30812.60912698413
6265759,12992.791666666666
6280678,12992.791666666666
6443037,34289.14880952382
4940666,51054.603174603166
1228330,42179.04761904762
6319995,42179.04761904762
1227844,42179.04761904762
6434901,30896.34523809524
6287889,30896.34523809524
6259420,24185.360119047622
6282389,21213.846230158735
6266334,12992.791666666666
6312022,12992.791666666666
6328147,34289.14880952382
6282501,25274.583333333336
6262938,35906.668650793654
6263156,35906.668650793654
6447225,35906.668650793654
1229027,34289.14880952382
6273857,22959.299603174604
6286591,28677.75595238095
6284900,14202.05753968254
6439993,22885.46626984127
6440351,48517.60912698412
6312056,22885.46626984127
6312516,30896.34523809524
4249085,22885.46626984127
6300456,49507.60515873015
4940670,34421.668650793654
4599226,29265.09226190476
6275738,27654.44246031746
4320575,39343.99503968253
1228496,34289.14880952382
6304278,27543.589285714283
6447923,40435.2380952381
6270208,12992.791666666666
6303839,40736.375992063484
6287556,27654.44246031746
6621863,40736.375992063484
6257711,35054.26785714286
6265529,32437.141865079368
6438992,29464.20238095238
6312328,48517.60912698412
6259270,48517.60912698412
1230756,48517.60912698412
6312063,35054.26785714286
6259341,22885.46626984127
1230325,34289.14880952382
4398799,29464.20238095238
6312076,40435.2380952381
6277071,41042.16964285714
6260984,22885.46626984127
4940270,29464.20238095238
6261327,40435.2380952381
6282360,40435.2380952381
6258982,33078.25297619048
6263987,40435.2380952381
6279324,14441.779761904763
6283720,48737.75793650794
6261091,12992.791666666666
1229522,12992.791666666666
6294538,12992.791666666666
6284121,30896.34523809524
6346413,12992.791666666666
6621871,27597.75595238095
6621870,29464.20238095238
6311191,39150.48313492063
4512570,49507.60515873015
6620126,36536.1626984127
6303031,39575.40476190476
4512511,48517.60912698412
6346947,35906.668650793654
6347063,29464.20238095238
6294653,28677.75595238095
4640349,35906.668650793654
6292853,35906.668650793654
6310880,28677.75595238095
6468597,34421.668650793654
6263076,40435.2380952381
1231197,48517.60912698412
1231243,42179.04761904762
6269528,31875.004960317463
6468444,35588.166666666664
6289893,22959.299603174604
6286675,22959.299603174604
6264101,22885.46626984127
6257477,22885.46626984127
1228685,22885.46626984127
6285777,34289.14880952382
6258640,42179.04761904762
6271192,24185.360119047622
6320393,40736.375992063484
6468185,48017.87698412699
6436659,35906.668650793654
4250011,35906.668650793654
6454858,14202.05753968254
6314837,22885.46626984127
6257533,39575.40476190476
6441509,48517.60912698412
4318381,30896.34523809524
6280702,27654.44246031746
6279211,12992.791666666666
6315056,12992.791666666666
6287099,40435.2380952381
6074660,36536.1626984127
6315289,35230.17857142857
6450480,12992.791666666666
6450353,28677.75595238095
1228219,34421.668650793654
4940714,39575.40476190476
1231060,40736.375992063484
1229783,12992.791666666666
6285232,28677.75595238095
6435337,12992.791666666666
6447554,31233.89384920635
1230789,13080.222222222224
6304602,39343.99503968253
1228951,40736.375992063484
4640539,48017.87698412699
6259641,35872.232142857145
4940204,39150.48313492063
6310314,30896.34523809524
6283053,22959.299603174604
6283806,29327.05654761905
6259982,48517.60912698412
6304107,27543.589285714283
6278491,33737.29960317461
6283627,33737.29960317461
6444676,35054.26785714286
1228381,34460.19642857143
4320915,49507.60515873015
6314798,22885.46626984127
6261599,34460.19642857143
6447320,34460.19642857143
4323382,34460.19642857143
6258389,34289.14880952382
6317911,31233.89384920635
6441817,30143.011904761905
6333274,48017.87698412699
1229043,28677.75595238095
6282996,12992.791666666666
6074721,35906.668650793654
6286218,12992.791666666666
6447314,14202.05753968254
6312206,14202.05753968254
6436645,42179.04761904762
4940537,40435.2380952381
4351918,49507.60515873015
1230162,28096.70238095238
6302338,48517.60912698412
6444191,34289.14880952382
6346968,34289.14880952382
6257087,12992.791666666666
6285524,34289.14880952382
4640644,14202.05753968254
4295201,40435.2380952381
6317114,14202.05753968254
6280819,35906.668650793654
6270641,28677.75595238095
6256819,25274.583333333336
6279086,12992.791666666666
6447792,13080.222222222224
6328149,34289.14880952382
1230433,12992.791666666666
4288368,30143.011904761905
1229812,36536.1626984127
6269852,12992.791666666666
1230457,35578.57341269842
6304343,28288.97619047619
6283204,12992.791666666666
6328086,28288.97619047619
4361797,33833.132936507944
6278564,34289.14880952382
6269522,22959.299603174604
6279379,22959.299603174604
6266844,22959.299603174604
1231196,40435.2380952381
4353975,22885.46626984127
6270747,22885.46626984127
1227990,29464.20238095238
6282980,48517.60912698412
6269540,30896.34523809524
4256944,34289.14880952382
6320772,22885.46626984127
6264220,35906.668650793654
6286798,31875.004960317463
1227920,40435.2380952381
4395660,39575.40476190476
4249598,49507.60515873015
6300448,48017.87698412699
6310964,12992.791666666666
6311402,29464.20238095238
6304405,28677.75595238095
4375564,22885.46626984127
1230020,28677.75595238095
6298353,35906.668650793654
6279321,35230.17857142857
6283923,20628.231150793654
6442776,12992.791666666666
1229128,36536.1626984127
6435358,35906.668650793654
6268581,22885.46626984127
6434744,41042.16964285714
6441056,34289.14880952382
6258321,34289.14880952382
4640399,22885.46626984127
4940410,22885.46626984127
4640624,35230.17857142857
6277046,27703.09325396825
6448839,22885.46626984127
4640590,42179.04761904762
6274880,28288.97619047619
6346440,22885.46626984127
6447952,35906.668650793654
6282150,48517.60912698412
6261988,22885.46626984127
6286089,29464.20238095238
4940372,40736.375992063484
6267551,35054.26785714286
6288245,14202.05753968254
6435777,48517.60912698412
6257508,22885.46626984127
4640573,48517.60912698412
6442388,48517.60912698412
6468327,20628.231150793654
6442085,20628.231150793654
6258782,39150.48313492063
6451734,33737.29960317461
6284507,22959.299603174604
6267901,36536.1626984127
6435860,29464.20238095238
6285345,29464.20238095238
6469473,29464.20238095238
6310328,35906.668650793654
6436653,12992.791666666666
1228583,48517.60912698412
6469063,30812.60912698413
6469093,31875.004960317463
6282224,35054.26785714286
6435018,35054.26785714286
1228575,34289.14880952382
6469099,41042.16964285714
1228824,30896.34523809524
1229939,32437.141865079368
6446851,34589.06746031746
6258219,34589.06746031746
6436596,40736.375992063484
6435014,28677.75595238095
1231080,28288.97619047619
6302080,22959.299603174604
6450148,22959.299603174604
6300964,30812.60912698413
6437542,31875.004960317463
6272470,35054.26785714286
6286743,48517.60912698412
6283662,27597.75595238095
6262842,34289.14880952382
6441792,23799.75694444445
1228130,22885.46626984127
6269366,35906.668650793654
6311376,12992.791666666666
6468366,48517.60912698412
6346974,48517.60912698412
6266195,48517.60912698412
6282164,25076.527777777777
6263618,22885.46626984127
6279908,20628.231150793654
6318313,20628.231150793654
